fips,pollutant,year,pred_wght,state_abbr,lat,lon
13109,co,2015,0.216996792,GA,32.16964875,-81.90736545
13111,co,2015,0.239707606,GA,34.90138216,-84.31342257
13113,co,2015,0.251512574,GA,33.42794032,-84.51241281
13115,co,2015,0.254165382,GA,34.25579617,-85.18315559
13117,co,2015,0.255203495,GA,34.19492123,-84.14430457
13119,co,2015,0.23426121,GA,34.37733432,-83.18606146
13121,co,2015,0.276782444,GA,33.83608628,-84.39348216
13123,co,2015,0.237125594,GA,34.67724976,-84.48364073
13125,co,2015,0.231518251,GA,33.23593037,-82.60983439
13127,co,2015,0.251279672,GA,31.20269846,-81.48649191
13129,co,2015,0.244028392,GA,34.4983267,-84.9087927
13131,co,2015,0.208079612,GA,30.88276594,-84.2142798
13133,co,2015,0.24408048,GA,33.54987271,-83.16608618
13135,co,2015,0.26905734,GA,33.95195801,-84.05794589
13137,co,2015,0.244677275,GA,34.56516041,-83.54160691
13139,co,2015,0.251915217,GA,34.27520741,-83.84468637
13141,co,2015,0.249261354,GA,33.25582506,-83.00201985
13143,co,2015,0.240764098,GA,33.76191922,-85.18546515
13145,co,2015,0.234813581,GA,32.69993284,-84.89504552
13147,co,2015,0.230128957,GA,34.3554138,-82.96494824
13149,co,2015,0.236188889,GA,33.30933009,-85.11340809
13151,co,2015,0.256985885,GA,33.4758407,-84.17543994
13153,co,2015,0.248080311,GA,32.57160188,-83.66334404
13155,co,2015,0.197470524,GA,31.60464861,-83.28084807
13157,co,2015,0.243434744,GA,34.13206071,-83.58479786
13159,co,2015,0.244002955,GA,33.3562486,-83.72435082
13161,co,2015,0.226559519,GA,31.84877502,-82.60067949
13163,co,2015,0.217277363,GA,33.06355473,-82.40764401
13165,co,2015,0.216154382,GA,32.794618,-81.95011541
13167,co,2015,0.223528731,GA,32.70120085,-82.67956125
13169,co,2015,0.243314207,GA,32.96213469,-83.54513126
13171,co,2015,0.244104907,GA,33.08002491,-84.1544009
13173,co,2015,0.217869435,GA,31.03539597,-83.09089531
13175,co,2015,0.230172962,GA,32.51648587,-82.92612288
13177,co,2015,0.224532864,GA,31.68119644,-84.17339277
13179,co,2015,0.253607536,GA,31.82776519,-81.57849241
13181,co,2015,0.234929936,GA,33.78112556,-82.44640036
13183,co,2015,0.230328248,GA,31.77880914,-81.73370339
13185,co,2015,0.236766825,GA,30.85700899,-83.28022951
13187,co,2015,0.237588261,GA,34.52495207,-83.98687439
13189,co,2015,0.23852764,GA,33.45961434,-82.46988125
13191,co,2015,0.237203653,GA,31.47525974,-81.40756258
13193,co,2015,0.220255115,GA,32.32504551,-84.03879577
13195,co,2015,0.234691972,GA,34.10461538,-83.24068133
13197,co,2015,0.234587924,GA,32.38090939,-84.52356794
13199,co,2015,0.237631832,GA,33.00886498,-84.67288647
13201,co,2015,0.18481247,GA,31.15971995,-84.73719543
13205,co,2015,0.206939122,GA,31.2168513,-84.17207355
13207,co,2015,0.244415416,GA,33.0381942,-83.90686055
